fighter,height_cm,reach_cm,weight_kg,stance,age,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg
Chris Beal,170.2,175.3,56.7,Orthodox,41.1,3.45,0.35,3.18,0.61,1.6,0.58,0.78,0.2
Rudy Bears,180.3,,77.1,Southpaw,,1.27,0.29,2.53,0.5,0.0,0.0,0.0,0.0
Salvador Becerra,175.3,,70.3,,,4.57,0.31,3.83,0.58,0.0,0.0,0.66,0.0
Ariel Beck,167.6,167.6,56.7,Southpaw,36.0,4.44,0.34,4.31,0.64,0.0,0.0,0.0,0.0
Jeff Bedard,167.6,,65.8,Orthodox,56.6,0.8,0.51,0.0,1.0,3.43,0.66,1.0,2.6
Eric Bedard,188.0,,108.4,,42.0,6.37,0.35,8.54,0.52,0.0,0.0,0.0,0.0
Lyle Beerbohm,177.8,,70.3,Southpaw,47.6,1.98,0.55,1.61,0.54,2.1,0.23,0.64,0.3
Chase Beebe,170.2,170.2,61.2,Orthodox,41.5,2.17,0.38,1.64,0.69,2.49,0.42,0.41,0.9
Johnny Bedford,177.8,180.3,61.2,Orthodox,43.7,4.53,0.5,1.75,0.63,1.83,0.62,0.62,0.0
Mirsad Bektic,172.7,177.8,65.8,Orthodox,35.6,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4
Diana Belbita,170.2,172.7,56.7,Orthodox,30.2,5.81,0.39,6.49,0.52,1.69,0.66,0.64,0.0
Alan Belcher,188.0,190.5,83.9,Orthodox,42.4,2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9
Danilo Belluardo,182.9,188.0,70.3,Southpaw,32.2,1.52,0.61,4.79,0.41,3.5,1.0,0.5,0.0
Vitor Belfort,182.9,188.0,83.9,Southpaw,49.5,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6
Joey Beltran,185.4,190.5,83.9,Orthodox,44.8,4.92,0.36,5.27,0.54,0.48,0.18,0.75,0.0
Marco Beltran,172.7,175.3,56.7,Orthodox,40.4,2.07,0.37,1.93,0.63,0.7,0.5,0.46,0.2
Mike Bencic,182.9,,97.5,Orthodox,,0.0,0.0,3.32,0.53,0.0,0.0,0.0,0.0
Joseph Benavidez,162.6,165.1,56.7,Southpaw,42.1,3.52,0.34,2.67,0.61,1.41,0.3,0.62,0.6
Karla Benitez,160.0,,51.3,,,0.0,0.0,2.4,0.57,0.0,0.0,1.0,0.0
Dave Beneteau,188.0,,113.4,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Benitez,172.7,180.3,70.3,Southpaw,38.3,4.38,0.38,3.26,0.7,0.17,0.5,0.56,1.2
DeAnna Bennett,162.6,172.7,56.7,Orthodox,41.8,3.13,0.58,3.27,0.58,0.0,0.0,0.0,1.0
Josh Bennett,193.0,,117.5,Orthodox,,2.9,0.4,5.8,0.43,1.5,1.0,1.0,0.0
Charles Bennett,172.7,,70.3,Orthodox,46.8,1.39,0.39,1.35,0.64,2.02,1.0,0.36,2.0
Lance Benoist,180.3,182.9,77.1,Southpaw,38.1,3.68,0.51,2.7,0.56,1.5,0.33,0.61,0.0
Joe Benoit,175.3,,77.1,Orthodox,44.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Pat Benson,175.3,,70.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Benoit,165.1,172.7,56.7,Orthodox,37.1,2.95,0.41,3.4,0.6,0.33,0.25,0.7,0.5
Len Bentley,175.3,,70.3,,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenneth Bergh,188.0,188.0,93.0,Orthodox,37.2,4.56,0.75,1.27,0.28,0.0,0.0,0.0,0.0
Steve Berger,180.3,,77.1,Orthodox,53.3,1.0,0.27,3.26,0.36,0.84,0.4,0.16,1.7
Bret Bergmark,175.3,,77.1,,52.8,2.78,0.52,2.78,0.37,4.17,1.0,0.5,4.2
Keith Berish,182.9,,93.0,Orthodox,40.9,3.58,0.36,4.81,0.62,1.76,0.4,0.0,0.0
Dennis Bermudez,167.6,167.6,70.3,Orthodox,39.8,4.42,0.46,3.07,0.59,3.89,0.4,0.82,1.1
Dave Berry,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Talita Bernardo,162.6,172.7,61.2,Orthodox,39.6,3.12,0.42,4.04,0.55,1.62,0.22,0.28,0.5
Manny Bermudez,177.8,180.3,65.8,Orthodox,32.2,2.92,0.61,2.68,0.46,3.06,0.54,0.0,3.1
Keith Berry,185.4,,83.9,,38.9,0.27,0.12,6.27,0.28,0.0,0.0,0.0,0.0
Dieusel Berto,175.3,,90.7,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edson Berto,167.6,,70.3,Orthodox,43.2,1.76,0.36,4.62,0.47,5.47,0.4,0.0,2.7
Allen Berube,172.7,,70.3,Orthodox,52.1,0.92,0.8,0.92,0.33,6.87,1.0,0.0,3.4
Anton Berzin,188.0,,93.0,Orthodox,37.0,4.4,0.46,6.8,0.67,2.0,0.28,0.0,1.0
Khadzhi Bestaev,198.1,193.0,83.9,,38.2,6.15,0.29,10.0,0.43,0.0,0.0,0.0,0.0
Matt Bessette,177.8,177.8,65.8,Orthodox,41.7,4.36,0.41,4.45,0.58,0.64,0.28,0.61,0.3
Scott Bessac,193.0,,111.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando Bettega,,,77.1,,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arjan Bhullar,185.4,190.5,111.1,Orthodox,40.4,2.33,0.56,3.25,0.59,1.73,0.75,1.0,0.0
Bibulatov Magomed,165.1,165.1,56.7,Orthodox,38.1,3.6,0.51,1.83,0.52,2.85,0.4,0.75,0.0
KB Bhullar,193.0,198.1,83.9,Switch,34.9,1.18,0.13,10.0,0.37,0.0,0.0,0.0,0.0
David Bielkheden,177.8,180.3,70.3,Orthodox,47.3,1.11,0.57,1.64,0.54,2.65,0.63,0.14,0.0
Jeremiah Billington,175.3,,93.0,Orthodox,48.9,1.6,0.62,7.06,0.35,0.0,0.0,0.5,0.0
Scott Bills,177.8,,77.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Birchak,172.7,175.3,61.2,Orthodox,40.4,4.23,0.36,3.06,0.6,0.6,0.16,0.73,0.0
Chris Birchler,190.5,,93.0,Switch,39.3,9.35,0.46,14.83,0.35,0.0,0.0,0.0,0.0
Simon Biyong,,,93.0,,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amaury Bitetti,175.3,,83.9,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Bisping,185.4,190.5,83.9,Orthodox,47.6,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3
Jan Blachowicz,188.0,198.1,93.0,Orthodox,43.6,3.59,0.49,2.79,0.53,1.18,0.53,0.65,0.2
Tom Blackledge,,,93.0,Orthodox,,2.91,0.61,2.55,0.46,0.0,0.0,0.75,0.0
Jason Black,172.7,,70.3,Orthodox,54.2,1.06,0.47,2.6,0.45,0.48,0.33,0.28,6.2
Brad Blackburn,177.8,185.4,77.1,Orthodox,49.3,4.55,0.35,3.59,0.65,0.93,0.5,0.76,0.7
Jason Blackford,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maximo Blanco,172.7,180.3,65.8,Orthodox,42.9,4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3
Sherrard Blackledge,180.3,190.5,70.3,Orthodox,33.1,3.7,0.49,3.13,0.55,4.0,0.33,0.42,0.0
David Blanco,170.2,,65.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curtis Blaydes,193.0,203.2,120.2,Orthodox,35.6,3.59,0.53,1.7,0.57,6.64,0.54,0.33,0.0
Arlene Blencowe,165.1,,65.8,,43.5,2.31,0.43,2.1,0.43,0.0,0.0,0.55,0.6
Byron Bloodworth,172.7,,61.2,Orthodox,43.1,1.82,0.28,5.18,0.5,0.0,0.0,0.0,0.0
Dashawn Boatwright,182.9,,93.0,Orthodox,38.6,0.0,0.0,52.5,0.12,0.0,0.0,0.0,0.0
Dan Bobish,188.0,,156.5,Southpaw,56.7,2.06,0.44,1.74,0.34,2.44,0.42,0.0,1.6
Kyle Bochniak,170.2,177.8,65.8,Orthodox,39.6,2.63,0.31,5.11,0.58,1.14,0.15,0.62,0.0
Mark Bocek,172.7,190.5,70.3,Orthodox,44.9,2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3
James Bochnovic,193.0,205.7,93.0,Orthodox,37.6,0.65,0.26,3.64,0.21,0.0,0.0,0.0,0.0
Jeremy Boczulak,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galore Bofando,180.3,182.9,77.1,Switch,44.3,3.63,0.45,3.63,0.54,2.37,1.0,0.5,0.0
Jay Bogan,,,65.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Boetsch,182.9,188.0,83.9,Orthodox,45.7,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8
Roman Bogatov,172.7,185.4,70.3,Orthodox,35.8,3.33,0.42,4.4,0.44,1.0,0.09,0.5,0.0
Derek Bohi,193.0,,117.9,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerry Bohlander,180.3,,90.3,Orthodox,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kotetsu Boku,175.3,,69.9,Orthodox,49.3,2.47,0.42,2.8,0.53,0.0,0.0,0.0,0.0
Kyle Bolt,188.0,,83.9,,,7.27,0.52,7.27,0.45,0.0,0.0,0.0,0.0
Denys Bondar,167.6,,56.7,Orthodox,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luc Bondole,188.0,,93.0,,,3.35,0.51,2.04,0.62,0.0,0.0,0.0,1.8
Tony Bonello,188.0,,83.9,,,0.62,0.33,12.62,0.1,0.0,0.0,0.0,0.0
Jesse Bongfeldt,182.9,,83.9,Orthodox,46.1,2.91,0.62,1.01,0.5,1.51,0.33,0.33,0.0
Marcos Bonilla,177.8,,65.8,,,0.47,0.12,0.47,0.94,0.0,0.0,0.0,0.0
Rogerio Bontorin,165.1,170.2,56.7,Orthodox,34.4,2.19,0.5,3.12,0.38,1.9,0.4,0.51,1.6
Stephan Bonnar,193.0,200.7,93.0,Orthodox,49.5,2.76,0.38,3.01,0.52,1.32,0.4,0.6,1.0
Ray Borg,162.6,160.0,61.2,Orthodox,33.1,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0
Igor Borisov,182.9,,106.6,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanner Boser,188.0,190.5,115.7,Orthodox,35.1,4.54,0.55,2.7,0.63,0.0,0.0,1.0,0.0
Calen Born,172.7,182.9,77.1,Switch,38.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Bosse,180.3,182.9,93.0,Orthodox,45.2,5.99,0.52,5.38,0.5,0.92,0.33,1.0,0.0
Marcus Bossett,185.4,,97.5,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Bostick,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poliana Botelho,172.7,170.2,52.2,Orthodox,37.8,3.0,0.56,3.08,0.5,0.89,1.0,0.8,0.0
Francois Botha,188.0,,117.9,Orthodox,58.0,0.0,0.0,1.05,0.77,0.0,0.0,0.0,0.0
Rich Bouphanouvong,170.2,,77.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gregory Bouchelaghem,188.0,,83.0,Switch,,0.27,0.21,1.53,0.36,0.0,0.0,0.5,0.0
Roy Boughton,182.9,,93.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Bourke,182.9,,124.7,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jess Bouscal,,,70.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tai Bowden,180.3,,104.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melton Bowen,182.9,,102.1,Orthodox,57.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyron Bowen,190.5,185.4,83.9,Orthodox,32.8,2.73,0.57,2.05,0.4,0.0,0.0,0.0,0.0
Blake Bowman,188.0,,77.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Bowles,170.2,177.8,61.2,Orthodox,46.3,2.36,0.26,2.98,0.64,1.39,0.7,0.54,1.4
Roger Bowling,175.3,172.7,70.3,Orthodox,43.8,3.9,0.47,3.86,0.51,3.09,0.43,0.27,0.9
Ashe Bowman,175.3,,70.3,,49.8,2.43,0.42,4.86,0.57,0.0,0.0,0.0,0.0
Colley  Bradford,170.2,,65.8,,,0.43,0.25,1.73,0.5,19.42,0.5,1.0,0.0
Kyle Bradley,175.3,180.3,70.3,Orthodox,44.1,1.99,0.4,3.45,0.58,0.65,0.5,0.4,0.0
Paul Bradley,175.3,,77.1,Orthodox,43.3,2.26,0.32,4.13,0.56,1.12,0.16,1.0,0.0
Sean Brady,177.8,182.9,77.1,Orthodox,33.8,4.72,0.55,3.6,0.63,2.69,0.6,1.0,1.2
Ebenezer Fontes Braga,182.9,,90.3,Orthodox,57.4,2.42,0.5,0.42,0.71,0.0,0.0,0.9,0.6
Joe Brammer,172.7,,70.3,Orthodox,43.1,2.15,0.31,2.8,0.56,0.81,0.5,0.5,0.0
Ramiz Brahimaj,177.8,182.9,77.1,Orthodox,33.8,3.73,0.36,6.14,0.55,0.0,0.0,1.0,0.0
David Branch,185.4,198.1,83.9,Orthodox,45.0,1.66,0.39,1.91,0.56,2.55,0.32,0.43,0.0
Michael Bravo,,,70.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Bravo,172.7,180.3,65.8,Southpaw,33.0,7.66,0.39,5.72,0.51,2.6,0.35,0.85,0.0
Diego Brandao,170.2,162.6,65.8,Orthodox,39.3,2.94,0.47,3.38,0.62,3.21,0.68,0.8,0.6
Tom Breese,190.5,185.4,83.9,Southpaw,35.0,3.34,0.5,2.81,0.6,0.0,0.0,0.7,1.1
Mike Breeden,177.8,177.8,70.3,Orthodox,37.4,4.0,0.34,5.87,0.47,0.0,0.0,0.77,0.0
Chris Brennan,172.7,,77.1,Orthodox,54.9,0.6,0.4,0.97,0.5,0.0,0.0,0.25,2.1
Charlie Brenneman,177.8,177.8,70.3,Orthodox,45.6,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0
Robert Breslin,180.3,,70.3,,,2.21,0.46,3.5,0.66,1.38,1.0,0.5,0.0
Marcos Brigagao,190.5,193.0,93.0,Southpaw,30.5,3.07,0.43,3.27,0.25,0.0,0.0,0.36,0.0
Mack Brewer,,,93.0,,,0.0,0.0,6.67,0.36,0.0,0.0,0.0,0.0
Jason Brilz,180.3,180.3,93.0,Orthodox,51.2,2.66,0.4,1.78,0.65,2.37,0.25,0.25,1.3
Marcus Brimage,162.6,180.3,61.2,Southpaw,41.5,3.97,0.35,3.64,0.56,0.56,1.0,0.8,0.0
Aaron Brink,190.5,,93.0,Orthodox,51.9,3.49,0.42,5.71,0.57,0.0,0.0,0.0,0.0
Marcelo Brito,185.4,,77.1,Orthodox,48.8,0.6,0.2,3.53,0.55,0.0,0.0,0.5,0.0
Henry Briones,172.7,175.3,61.2,Orthodox,45.9,3.47,0.42,4.68,0.53,0.0,0.0,0.52,0.6
Drew Brokenshire,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antwain Britt,185.4,195.6,93.0,,48.4,1.46,0.39,2.81,0.44,1.56,0.4,0.5,0.0
Mike Bronzoulis,182.9,,70.3,,47.7,1.13,0.34,2.54,0.37,0.0,0.0,0.33,0.0
Jonathan Brookins,182.9,188.0,65.8,Southpaw,41.1,2.69,0.39,3.63,0.56,1.94,0.17,0.8,0.3
Will Brooks,177.8,182.9,70.3,Orthodox,40.0,4.26,0.59,2.54,0.56,2.08,0.51,0.82,0.3
Jarred Brooks,160.0,157.5,56.7,Switch,33.4,2.12,0.46,1.66,0.62,4.54,0.57,0.69,0.6
Rob Broughton,188.0,188.0,120.2,Orthodox,43.6,2.83,0.6,2.54,0.51,0.0,0.0,0.26,3.2
Terrell Brown,,,83.9,,43.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominic Brown,180.3,,86.2,,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Brown,167.6,177.8,65.8,Orthodox,51.0,2.98,0.44,2.45,0.6,3.23,0.4,0.66,0.6
Chris Brown,,,77.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Todd Brown,180.3,,93.0,Orthodox,49.8,2.15,0.45,3.85,0.48,0.0,0.0,0.5,0.0
Matt Brown,182.9,190.5,77.1,Orthodox,45.7,3.69,0.54,2.67,0.55,1.56,0.44,0.63,1.4
Frederick Brown,182.9,,106.6,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJ Brown,175.3,182.9,65.8,Switch,36.3,3.22,0.42,2.21,0.5,4.92,0.6,0.4,0.4
Damien Brown,177.8,172.7,70.3,Orthodox,41.7,3.66,0.38,4.86,0.5,0.68,0.27,0.53,0.7
Randy Brown,190.5,198.1,77.1,Orthodox,36.2,3.67,0.47,2.8,0.53,1.0,0.46,0.71,0.6
Junie Browning,175.3,,70.3,Orthodox,42.4,3.76,0.48,1.76,0.66,3.53,0.66,0.0,3.5
Humberto Brown Morrison,177.8,,65.8,,41.9,1.71,0.5,2.19,0.62,1.43,0.25,0.0,0.0
Travis Browne,198.1,200.7,115.7,Orthodox,44.2,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2
Jules Bruchez,182.9,,93.0,Southpaw,49.1,0.69,0.5,5.52,0.46,0.0,0.0,0.0,0.0
Lee Brousseau,185.4,,93.0,,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Bruckmann,175.3,,77.1,Orthodox,,0.59,0.66,5.91,0.16,0.0,0.0,0.33,0.0
Cody Brundage,182.9,182.9,93.0,Orthodox,32.4,7.97,0.82,6.29,0.06,6.29,0.33,0.0,0.0
Steve Bruno,177.8,,77.1,Orthodox,44.9,0.96,0.52,3.38,0.36,1.94,0.25,0.46,0.4
Fernando Bruno,167.6,,65.8,,44.6,1.75,0.39,1.78,0.48,2.02,0.22,0.56,0.5
Derek Brunson,185.4,195.6,83.9,Southpaw,42.7,3.46,0.47,2.72,0.53,3.11,0.33,0.94,0.5
Josh Bryant,177.8,,83.9,Orthodox,46.4,1.1,0.2,6.1,0.43,0.0,0.0,0.0,0.0
Justin Buchholz,182.9,185.4,70.3,Orthodox,43.1,2.35,0.26,4.14,0.51,0.0,0.0,0.33,0.8
Dennis Bryant,182.9,,93.0,Orthodox,40.9,10.56,0.59,10.56,0.13,0.0,0.0,0.0,0.0
Zak Bucia,177.8,,77.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Courtney Buck,177.8,,61.2,Orthodox,44.5,1.49,0.28,3.24,0.54,0.0,0.0,0.33,0.0
Julia Budd,170.2,170.2,65.8,,43.2,2.42,0.74,1.18,0.47,3.6,0.57,0.83,0.0
Joaquin Buckley,177.8,193.0,83.9,Southpaw,32.4,4.58,0.36,5.46,0.51,0.6,0.16,1.0,0.0
Mike Budnik,175.3,172.7,65.8,Orthodox,52.1,0.65,0.52,0.95,0.53,0.0,0.0,0.0,3.4
Francisco Bueno,175.3,,102.1,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mayra Bueno Silva,167.6,167.6,61.2,Orthodox,35.1,4.06,0.57,4.89,0.47,0.0,0.0,0.73,1.6
Paul Buentello,188.0,195.6,111.1,Orthodox,52.7,3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4
Modestas Bukauskas,190.5,198.1,93.0,Switch,32.6,3.56,0.37,5.7,0.42,0.0,0.0,1.0,0.0
Lee Kwan Bum,188.0,,129.7,Orthodox,,0.71,0.14,0.0,1.0,0.0,0.0,0.0,0.0
Shawn Bunch,165.1,,61.2,,43.5,0.0,0.0,1.55,0.55,0.0,0.0,0.5,0.0
Josh Bumgarner,185.4,,77.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wuliji Buren,175.3,175.3,61.2,Orthodox,37.6,1.63,0.42,2.96,0.56,3.38,0.42,0.71,0.4
Shane Burgos,180.3,190.5,65.8,Orthodox,35.5,7.31,0.5,5.81,0.6,0.3,1.0,0.89,0.1
Joshua Burkman,177.8,182.9,77.1,Orthodox,46.5,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3
Mads Burnell,172.7,175.3,65.8,Orthodox,32.6,1.28,0.41,2.71,0.51,3.45,0.47,0.22,0.4
Mikey Burnett,167.6,,77.1,Orthodox,52.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Burns,185.4,,110.7,,48.4,2.4,0.48,5.73,0.32,0.0,0.0,1.0,0.0
Kevin Burns,177.8,188.0,77.1,Orthodox,46.6,2.74,0.38,4.3,0.52,0.28,0.5,0.47,0.8
Herbert Burns,175.3,185.4,65.8,Orthodox,38.6,1.67,0.45,5.02,0.33,4.64,0.83,0.75,2.8
Gilbert Burns,177.8,180.3,77.1,Orthodox,40.2,3.22,0.45,3.04,0.54,2.08,0.35,0.5,0.7
Derrick Burnsed,,,70.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nah-Shon Burrell,180.3,,77.1,Orthodox,36.6,4.83,0.47,3.45,0.56,0.0,0.0,0.52,0.3
Martin Buschkamp,175.3,,65.8,Orthodox,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bubba Bush,182.9,,83.9,Orthodox,41.2,0.63,0.55,7.01,0.25,2.82,0.5,0.6,0.0
George Bush,185.4,,93.0,,,6.35,0.64,2.31,0.55,17.31,0.66,0.0,0.0
Nick Bustamante,175.3,,77.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Murilo Bustamante,188.0,,83.0,Orthodox,60.2,1.33,0.32,1.9,0.6,2.46,0.33,0.54,1.2
Jason Butcher,190.5,,83.9,,41.9,1.82,0.4,2.73,0.25,13.64,0.5,0.0,0.0
Eduardo Bustillos,172.7,,61.2,,39.3,2.61,0.59,6.22,0.35,0.0,0.0,1.0,0.0
Todd Butler,185.4,,90.7,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ian Butler,172.7,,70.3,,,2.09,0.14,6.69,0.36,0.0,0.0,0.5,0.0
Goldman Butler,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheyanne Buys,160.0,160.0,52.2,Switch,31.2,4.1,0.53,1.67,0.65,0.0,0.0,0.6,0.0
Raphael Butler,190.5,,118.4,,42.7,4.69,0.45,0.94,0.91,0.0,0.0,1.0,14.1
JP Buys,165.1,170.2,56.7,Orthodox,30.4,2.66,0.45,3.05,0.43,2.22,0.5,0.33,2.2
Dennis Buzukja,175.3,180.3,65.8,Switch,29.0,3.8,0.46,6.8,0.35,2.0,0.25,1.0,1.0
Charles Byrd,177.8,185.4,83.9,Orthodox,43.0,3.43,0.55,2.63,0.55,2.5,0.5,0.4,1.5
Steve Byrnes,182.9,,77.1,Orthodox,,1.2,0.51,2.67,0.27,3.0,0.6,0.0,4.0
Michael Byrnes,180.3,,70.3,,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alvin Cacdac,167.6,,56.7,Orthodox,,1.21,0.66,0.61,0.0,0.0,0.0,0.0,0.0
Yan Cabral,180.3,185.4,70.3,Orthodox,43.4,2.02,0.47,1.98,0.62,2.89,0.35,0.37,1.2
Alex Caceres,177.8,185.4,65.8,Southpaw,38.3,4.1,0.5,2.82,0.65,0.57,0.78,0.64,0.8
Vince Cachero,167.6,172.7,65.8,Orthodox,36.9,3.29,0.45,6.51,0.43,0.0,0.0,0.18,0.5
Priscila Cachoeira,170.2,165.1,61.2,Orthodox,38.1,3.84,0.37,7.93,0.42,0.0,0.0,0.69,0.0
Travis Calanoc,172.7,,65.8,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricky Calatayud,175.3,,56.7,,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrion Caldwell,177.8,,61.2,,38.8,0.85,0.34,0.57,0.6,3.41,0.66,1.0,0.8
Joanne Calderwood,167.6,165.1,56.7,Orthodox,40.8,6.59,0.49,4.4,0.53,1.8,0.55,0.58,0.5
Taylor Callens,177.8,,70.3,,35.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Camacho,175.3,,70.3,Orthodox,54.5,0.31,0.17,5.0,0.42,0.0,0.0,0.0,0.0
Cynthia Calvillo,162.6,162.6,56.7,Orthodox,39.2,4.18,0.41,3.52,0.67,1.85,0.44,0.71,1.1
Frank Camacho,177.8,185.4,77.1,Orthodox,37.3,6.67,0.46,7.31,0.52,1.17,0.45,0.72,0.0
Fabricio Camoes,177.8,180.3,70.3,Orthodox,47.8,1.29,0.33,1.85,0.61,2.34,0.32,0.2,1.5
Chris Camozzi,188.0,190.5,83.9,Orthodox,39.8,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5
Brian Camozzi,188.0,198.1,77.1,Orthodox,35.2,3.15,0.26,6.39,0.54,0.0,0.0,0.0,0.7
Thomas Campbell,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Campbell,175.3,,70.3,Southpaw,,1.4,0.26,1.4,0.63,5.26,1.0,0.0,0.0
Shane Campbell,182.9,180.3,70.3,Orthodox,39.7,3.99,0.59,3.19,0.55,1.36,0.28,0.82,0.0
John Campetella,175.3,,106.6,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagner Campos,167.6,,65.8,Southpaw,45.1,1.54,0.41,2.53,0.51,2.71,1.0,0.0,0.0
Derek Campos,175.3,,70.3,,38.5,2.41,0.23,10.34,0.44,0.0,0.0,0.0,0.0
Will Campuzano,175.3,177.8,56.7,Orthodox,40.3,2.43,0.31,3.82,0.57,0.88,0.45,0.48,0.2
Chico Camus,167.6,167.6,56.7,Orthodox,41.7,2.58,0.41,2.46,0.64,0.77,0.4,0.72,0.4
Asbel Cancio,177.8,,102.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksa Camur,185.4,188.0,93.0,Orthodox,31.0,3.94,0.54,2.49,0.57,0.84,0.33,0.2,0.0
Carlos Candelario,172.7,170.2,56.7,Southpaw,35.3,3.87,0.47,1.67,0.57,0.0,0.0,0.46,0.0
Ronaldo Candido,167.6,,56.7,Southpaw,37.4,1.67,0.42,3.87,0.52,8.0,0.53,0.0,5.0
Guido Cannetti,167.6,172.7,61.2,Southpaw,46.8,2.85,0.51,2.17,0.5,2.64,0.5,0.75,0.3
Luiz Cane,188.0,195.6,83.9,Southpaw,45.4,4.79,0.41,5.0,0.6,0.56,0.28,1.0,0.3
Cody Canterbury,172.7,,70.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Canseco,193.0,,108.9,Orthodox,62.2,0.78,0.1,4.68,0.62,0.0,0.0,0.0,0.0
Jared Cannonier,180.3,195.6,83.9,Switch,42.5,3.7,0.52,3.09,0.64,0.16,0.33,0.54,0.0
Bo Cantrell,188.0,,106.6,Orthodox,57.6,3.16,0.16,12.63,0.0,0.0,0.0,0.0,0.0
Phil Caracappa,172.7,177.8,61.2,Orthodox,34.3,2.93,0.5,4.07,0.29,1.0,0.08,1.0,1.0
